time.ms, testpart.x, testpart.y, testpart.theta, testpart.x, testpart.y, testpart.theta, robot.x, robot.y, robot.theta, robot.x, robot.y, robot.theta
56619, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 753.25653, 288.27618, 4.0886188, 931.80286, 389.21606, 3.7396655
59777, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 763.5883, 276.26538, 4.210112, 916.44434, 366.59564, 3.7396655
63277, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 770.3997, 267.69696, 4.2813573, 904.7051, 349.3072, 3.7396655
66550, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 776.7337, 259.43744, 4.3426805, 892.84766, 331.84558, 3.7396655
70401, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 784.44336, 248.97894, 4.4105, 876.5575, 307.85907, 3.7396655
74320, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 791.4049, 239.27069, 4.465166, 859.83264, 283.23486, 3.7396655
79036, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 796.0126, 232.57593, 4.497934, 847.0239, 264.37817, 3.7396655
82519, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 795.466, 234.9347, 4.379519, 841.4999, 245.95581, 3.6942966
86155, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 792.647, 238.74829, 4.239563, 829.58936, 242.7555, 3.223864
89297, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 790.59045, 240.78284, 4.161213, 823.21344, 242.68835, 3.1186104
92308, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 788.0123, 242.68805, 4.0790405, 818.37524, 242.95837, 3.0598822
96338, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 786.9055, 243.78296, 4.0509763, 813.1083, 243.51294, 3.0276515
99538, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 786.7009, 243.97614, 4.054278, 809.9573, 243.7107, 3.0152001
102971, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 786.5349, 244.13647, 4.057342, 807.28503, 243.719, 3.0146654
107047, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 786.4263, 246.5271, 4.204493, 804.081, 243.41486, 3.0338345
111033, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 785.5653, 247.4104, 4.1793423, 801.42993, 242.8451, 3.0667894
114758, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 784.6365, 248.27942, 4.151334, 800.0254, 242.24475, 3.0983179
119002, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 783.07355, 249.62183, 4.1060863, 797.8959, 241.31305, 3.142534
122923, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 781.2067, 251.03314, 4.054404, 794.6394, 241.31305, 3.142534
126488, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 780.9161, 251.4143, 4.054634, 791.5365, 241.31305, 3.142534
129733, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 780.46466, 251.99707, 4.0547214, 789.02893, 241.3117, 3.0274227
132785, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 779.6324, 253.07599, 4.0547214, 789.499, 242.35352, 3.0917158
137809, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 778.63696, 254.36646, 4.0547214, 788.8264, 241.56226, 3.1299784
141689, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 778.1735, 254.96722, 4.0547214, 788.3522, 241.30432, 3.1419787
146213, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 777.74493, 255.52283, 4.0547214, 787.59595, 241.30432, 3.1419787
149285, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 777.3452, 256.04102, 4.0547214, 786.87787, 241.30432, 3.1419787
152392, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 776.98645, 256.5061, 4.0547214, 786.2171, 241.30432, 3.1419787
155393, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 776.65894, 256.93073, 4.0547214, 785.6037, 241.30432, 3.1419787
158983, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 776.3418, 257.34192, 4.0547214, 785.0581, 241.30432, 3.1419787
162938, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 776.05005, 257.7201, 4.0547214, 784.5648, 241.30432, 3.1419787
165987, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 775.773, 258.07922, 4.0547214, 784.15173, 241.40338, 3.1377082
171206, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 775.4, 258.56274, 4.0547214, 784.0859, 241.43018, 3.1365066
174795, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 775.18604, 258.8402, 4.0547214, 784.449, 241.31116, 3.1437519
179453, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 774.9882, 259.09668, 4.0547214, 784.59375, 241.33221, 3.1439645
183773, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 774.7474, 259.4088, 4.0547214, 784.68384, 241.32495, 3.142374
188283, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 774.6264, 259.56567, 4.0547214, 784.7046, 241.32495, 3.142374
192324, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 774.535, 259.6842, 4.0547214, 784.7066, 241.32495, 3.142374
195704, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 774.46796, 259.77112, 4.0547214, 784.7066, 241.32495, 3.142374
198816, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 774.4281, 259.82275, 4.0547214, 784.7066, 241.32495, 3.142374
203792, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 774.4204, 259.83276, 4.0547214, 784.7066, 241.32495, 3.142374
207784, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 774.4204, 259.83276, 4.0547214, 784.7066, 241.32495, 3.142374
212479, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 777.5234, 259.03223, 3.9548626, 785.4834, 241.30115, 3.1416545
217229, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 777.5333, 258.58612, 3.9703975, 785.66516, 241.29932, 3.1415493
221258, 1132.2769, 219.37646, 4.1410823, 1106.5736, 815.5195, 3.2282548, 777.67114, 257.9369, 3.9862514, 785.66583, 241.29932, 3.141549
